51.222.253.19 - - [23/Jan/2023:16:34:13 -0800] "GET /informes HTTP/1.1" 200 16821 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "regusciair.com"
195.191.219.130 - - [23/Jan/2023:20:36:29 -0800] "GET /robots.txt HTTP/1.1" 200 41 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "www.regusciair.com"
195.191.219.130 - - [23/Jan/2023:20:36:38 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "www.regusciair.com"
34.80.193.247 - - [23/Jan/2023:20:41:28 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
51.178.82.49 - - [23/Jan/2023:21:04:24 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
51.178.82.49 - - [23/Jan/2023:21:04:26 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
114.119.146.212 - - [23/Jan/2023:21:06:10 -0800] "GET /faq HTTP/1.1" 200 6586 "https://www.regusciair.com/investors" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "www.regusciair.com"
106.74.24.70 - - [23/Jan/2023:21:12:18 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" "www.regusciair.com"
185.191.171.24 - - [23/Jan/2023:21:19:43 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" "www.regusciair.com"
185.191.171.40 - - [23/Jan/2023:21:19:44 -0800] "GET /faq HTTP/1.1" 200 6586 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" "www.regusciair.com"
46.105.124.74 - - [23/Jan/2023:21:20:28 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
46.105.124.74 - - [23/Jan/2023:21:20:29 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
51.222.253.2 - - [23/Jan/2023:21:40:51 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.regusciair.com"
51.222.253.6 - - [23/Jan/2023:21:40:57 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.regusciair.com"
34.150.76.102 - - [23/Jan/2023:22:00:26 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "regusciair.com"
34.150.76.102 - - [23/Jan/2023:22:00:28 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "regusciair.com"
217.240.224.75 - - [23/Jan/2023:22:01:44 -0800] "GET /2005/license.txt HTTP/1.1" 404 88 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0" "regusciair.com"
65.109.168.130 - - [23/Jan/2023:22:04:15 -0800] "GET /wp-login.php HTTP/1.1" 404 88 "http://regusciair.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763" "regusciair.com"
51.178.51.28 - - [23/Jan/2023:22:13:08 -0800] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
51.178.51.28 - - [23/Jan/2023:22:13:09 -0800] "POST /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
157.55.39.39 - - [23/Jan/2023:22:17:46 -0800] "GET /sitemap.xml HTTP/1.1" 200 293 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "regusciair.com"
66.203.113.135 - - [23/Jan/2023:22:26:40 -0800] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
66.203.113.135 - - [23/Jan/2023:22:26:42 -0800] "POST /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
157.55.39.39 - - [23/Jan/2023:22:28:27 -0800] "GET /sitemap.xml HTTP/1.1" 200 293 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "regusciair.com"
59.9.158.8 - - [23/Jan/2023:22:37:21 -0800] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
59.9.158.8 - - [23/Jan/2023:22:37:24 -0800] "POST /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
34.150.25.201 - - [23/Jan/2023:22:43:57 -0800] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.86 Safari/537.36" "regusciair.com"
34.150.25.201 - - [23/Jan/2023:22:44:00 -0800] "POST /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.86 Safari/537.36" "regusciair.com"
179.61.197.160 - - [23/Jan/2023:22:58:28 -0800] "GET /contact_us HTTP/1.1" 200 9649 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36" "regusciair.com"
179.61.197.160 - - [23/Jan/2023:22:58:32 -0800] "GET /contact_us?emailAddress=regusciair%40hotmail.com&.crumb=1674572464z9s.j6YymDNL0alyi9Ry9JbrgA0-&json_payload=&formDataName=Customer+contact&formDescription=Contact+Us&formGuid=itemRecordGuid.4d5b3869694ef0.72951&itemGuid.4d5b3869694e26.20626730=Bernardo&itemGuid.4d5b3869694e26.20626733=Palos&itemGuid.4d5b3869694e26.20626736=addie.alder%40gmail.com&itemGuid.4d5b3869694e26.20626739=01.00.31.85.84&itemGuid.4d5b39fc5e8d22.12102876=Montgeron&itemGuid.4d5b39fc5e8d22.12102880=United+States&itemGuid.4d5b3869694e26.20626742=It+is+said+by+yahoo+finance+that+by+2030+90+percent+of+content+on+the+web+will+be+created+by+Ai%2C+the+other+10+percent+will+agmented+content+with+Ai%0D%0Athere+is+a+new+Ai+tool+called+Jasper+that+helps+create+content+for+you+with+a+click+of+a+button+for+your+blog+or+business%0D%0A%0D%0AClick+the+Link+here+to+start+your+free+trial+-%3E+https%3A%2F%2Ftinyurl.com%2FJasper-Free-Trial-Ai-Writer%0D%0A%0D%0AFrom%0D%0ABernardo+Palos%0D%0A%0D%0AIf+you+dont+want+to+hear+about+jasper+anymore+from+me+fill+out+this+form+correctly%3A+https%3A%2F%2Ftinyurl.com%2FJasper-Contact-Removal HTTP/1.1" 200 9649 "https://regusciair.com/contact_us" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36" "regusciair.com"
185.212.61.85 - - [23/Jan/2023:23:29:37 -0800] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.86 Safari/537.36" "regusciair.com"
185.212.61.85 - - [23/Jan/2023:23:29:43 -0800] "POST /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.86 Safari/537.36" "regusciair.com"
179.61.197.160 - - [23/Jan/2023:23:32:16 -0800] "GET /contact_us HTTP/1.1" 200 9649 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36" "regusciair.com"
179.61.197.160 - - [23/Jan/2023:23:32:21 -0800] "GET /contact_us?emailAddress=regusciair%40hotmail.com&.crumb=1674572464z9s.j6YymDNL0alyi9Ry9JbrgA0-&json_payload=&formDataName=Customer+contact&formDescription=Contact+Us&formGuid=itemRecordGuid.4d5b3869694ef0.72951&itemGuid.4d5b3869694e26.20626730=Bernardo&itemGuid.4d5b3869694e26.20626733=Palos&itemGuid.4d5b3869694e26.20626736=monte.irene%40gmail.com&itemGuid.4d5b3869694e26.20626739=519-229-7269&itemGuid.4d5b39fc5e8d22.12102876=Kirkton&itemGuid.4d5b39fc5e8d22.12102880=United+States&itemGuid.4d5b3869694e26.20626742=Instantly+Generate+High+Quality+Copy+For+Emails%2C+Ads%2C+Websites%2C+Listings%2C+Blogs+%26+More+With+Jasper+An+Ai+Writer+Tool+That+Writes+For+You.%0D%0ASave+Time+And+Money+Writing+Clever%2C+Original+Content+And+End+Writer%27s+Block+Forever%21%0D%0A%0D%0AClick+the+Link+here+to+learn+more+-%3E+bit.ly%2FJasper-Free-Trial-Ai-Writer%0D%0A%0D%0AFrom%0D%0ABernardo+Palos%0D%0A%0D%0AIf+you+dont+want+to+hear+about+jasper+anymore+from+me+fill+out+this+form+correctly+-%3E+bit.ly%2FJasper-Contact-Removal HTTP/1.1" 200 9649 "https://regusciair.com/contact_us" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36" "regusciair.com"
194.38.20.161 - - [24/Jan/2023:00:00:37 -0800] "GET /administrator/components/com_jinc/classes/graphics/php-ofc-library/ofc_upload_image.php HTTP/1.1" 404 73 "-" "ALittle Client" "regusciair.com"
51.222.253.17 - - [24/Jan/2023:00:13:24 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "regusciair.com"
114.119.140.237 - - [24/Jan/2023:00:50:17 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "regusciair.com"
162.55.85.217 - - [24/Jan/2023:01:20:03 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "regusciair.com"
162.55.85.217 - - [24/Jan/2023:01:20:04 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)" "regusciair.com"
34.80.90.129 - - [24/Jan/2023:01:36:22 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
34.80.90.129 - - [24/Jan/2023:01:36:24 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
213.180.203.65 - - [24/Jan/2023:02:36:14 -0800] "GET /robots.txt HTTP/1.1" 200 41 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "regusciair.com"
5.255.253.101 - - [24/Jan/2023:02:36:21 -0800] "GET /robots.txt HTTP/1.1" 200 41 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "regusciair.com"
87.250.224.123 - - [24/Jan/2023:02:36:22 -0800] "GET /sitemap.xml HTTP/1.1" 200 293 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "regusciair.com"
110.159.139.46 - - [24/Jan/2023:02:36:57 -0800] "GET /2006/license.txt HTTP/1.1" 404 88 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0" "regusciair.com"
61.147.15.67 - - [24/Jan/2023:02:38:45 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Dalvik/2.1.0 (Linux; U; Android 9.0; ZTE BA520 Build/MRA58K)" "regusciair.com"
61.147.15.65 - - [24/Jan/2023:02:38:46 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.27 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/601.1.27" "regusciair.com"
61.147.15.65 - - [24/Jan/2023:02:39:03 -0800] "GET / HTTP/1.1" 200 26600 "-" "Dalvik/2.1.0 (Linux; U; Android 9.0; ZTE BA520 Build/MRA58K)" "regusciair.com"
61.147.15.65 - - [24/Jan/2023:02:39:06 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.27 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/601.1.27" "regusciair.com"
61.147.15.65 - - [24/Jan/2023:02:39:07 -0800] "GET / HTTP/1.1" 200 26600 "-" "Dalvik/2.1.0 (Linux; U; Android 9.0; ZTE BA520 Build/MRA58K)" "regusciair.com"
61.147.15.67 - - [24/Jan/2023:02:39:14 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Dalvik/2.1.0 (Linux; U; Android 9.0; ZTE BA520 Build/MRA58K)" "regusciair.com"
176.113.43.196 - - [24/Jan/2023:02:40:09 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "regusciair.com"
176.113.43.196 - - [24/Jan/2023:02:40:10 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36" "regusciair.com"
185.191.171.44 - - [24/Jan/2023:02:43:03 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" "regusciair.com"
185.191.171.36 - - [24/Jan/2023:02:43:03 -0800] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" "regusciair.com"
